ingredient;cfp;wfp;mapping_type;mapped_item;data_origin;notes;
strawberry Jell-O gelatin dessert;1,74;;ingredient;G�latine, s�che;https://agribalyse.ademe.fr/app/aliments?search=G%C3%A9latine;G�latine, s�che used as proxy for every jelly;
raspberry liqueur;3,39;;ingredient;Liquer;https://livelca.com/products/liquer_57a03a36-b224-4cfc-89a1-8dcaae696e75;Liquer used as proxy for every liquer;
gooseberry;0,64;526;ingredient;GOOSEBERRY;;;
cool whip;2,42;;ingredient;Cr�me de lait, 15 � 20% MG, l�g�re, semi-�paisse, UHT;https://agribalyse.ademe.fr/app/aliments/19430;Cr�me de lait, 15 � 20% MG, l�g�re, semi-�paisse, UHT used as proxy for every whipped topping (panna montata);
coconut syrup;0,93;;ingredient;Syrup;https://livelca.com/products/syrup_6929f55c-b391-4961-b016-730f8e7ec77c;Syrup used as proxy for every syrup, this could understimate value of specific ultraprocessed syrups;
szechuan peppercorn;0,84;8280;typology;SPICIES;;;
pink peppercorn;0,84;7611;ingredient;PEPPER (PIPER SPP.);;;
taro;0,27;606;ingredient;TARO;;;
alcohol;2,04;;ingredient;Vodka;https://livelca.com/products/vodka_ebf808cc-3bd7-4200-8c1a-a70f7a9b700d;Vodka used as proxy for every kind of vodka or generic alcohol;
strip;5,19;2313,5;TOO_GENERIC;TOO_GENERIC;;;
coconut flakes;1,07;1971;ingredient;COCONUT (I);;;
Braggs liquid aminos;5,33;;ingredient;Amino acids;https://apps.carboncloud.com/climatehub/product-reports/id/3462679691924;;
hazelnut syrup;0,93;;ingredient;Syrup;https://livelca.com/products/syrup_6929f55c-b391-4961-b016-730f8e7ec77c;Syrup used as proxy for every syrup, this could understimate value of specific ultraprocessed syrups;
herring;1,24;2313,5;ingredient;HERRING;;;
black sesame seed;0,88;9371;ingredient;SESAM SEED;;;
whole allspice;0,84;8280;typology;SPICIES;;;
head;0,54;362;ingredient;VEGETABLES;;Vegetable heads;
plum jam;1,89;;ingredient;Jam;https://livelca.com/products/jam_3c8262e5-0d2e-4973-a039-ffcb35172cb9;Jam used as proxy for every  kind of jam, or preserved;
bean sprouts;0,52;516;ingredient;BEAN (fresh);;;
panko breadcrumbs;0,86;901,8;typology;BREAD;;;
lager beer;0,69;155;ingredient;BEER*;;;
Bulgar wheat;0,57;1618;typology;GRAINS;;;
Thai red chili pepper;0,84;8280;typology;SPICIES;;;
pulp;2,86;1019;typology;FRUIT JUICE;;;
pork sparerib;7,95;6177;ingredient;PORK HAM;;;
chicken bouillon powder;36,8;;ingredient;BOUILLON CUBES, CHICKEN;https://apps.carboncloud.com/climatehub/product-reports/032251100482/USA;;
French dressing;1,46;572;typology;DRESSING;;;
bread mix;0,86;901,8;typology;BREAD;;;
chickpea flour;1,32;2523;ingredient;SOYBEAN FLOUR;;;
ras el hanout;0,84;8280;typology;SPICIES;;;
bulb;0,22;290;ingredient;ONION;;;
red cabbage;0,25;272;ingredient;RADISH;;;
black mustard seed;0,88;2809;ingredient;MUSTARD SEED;;;
broccolini;0,57;336;ingredient;BROCCOLI;;;
chopped fresh cilantro;0,84;8280;ingredient;CORIANDER;;;
Hungarian paprika;0,84;8280;typology;SPICIES;;;
cooking sherry;0,66;524;typology;WINE;;;
buffalo;78,8;;ingredient;BUFFALO BONE FREE MEAT*;;;
chopped rhubarb;1,18;336;typology;VEGETABLES;;;
wheat gluten;0,57;4189;ingredient;WHEAT GLUTEN;;;
brazil nut;1,11;11264;typology;NUTS;;;
coriander root;0,84;8280;ingredient;CORIANDER;;;
small red onion;0,22;290;ingredient;ONION;;;
pinto beans;0,43;5053;ingredient;BEAN;;;
chopped tomatoes;1,47;713;ingredient;TOMATO CHOPPED;;;
pineapple ring;0,55;255;ingredient;PINEAPPLE (I);;;
sesame seed oil;2,11;6792;typology;OIL;;;
spice powder;0,84;8280;typology;SPICIES;;;
V8 vegetable juice;2,86;267;ingredient;TOMATO JUICE;;;
baking;1,14;;ingredient;DOUBLE ACTING BAKING POWDER;https://apps.carboncloud.com/climatehub/product-reports/039978003928/USA;;
cardamom powder;0,84;34319;ingredient;CARDAMOM;;;
Splenda brown sugar blend;0,78;1294,5;typology;SUGAR;;;
toasted sesame seeds;0,88;3087,5;typology;SEEDS;;;
bran flake;2,64;2196,5;typology;BREAKFAST CEREALS;;;
Italian parsley;1,18;336;typology;VEGETABLES;;;
yukon gold potato;0,24;555;ingredient;POTATO;;;
chopped dates;0,81;2636,5;typology;DRIED FRUIT;;;
patties;25,75;15139;ingredient;BEEF BONE FREE MEAT*;;;
new potato;0,24;555;ingredient;POTATO;;;
fresh sage;0,84;8280;typology;SPICIES;;;
cloves garlic;0,25;589;ingredient;GARLIC;;;
broad bean;0,52;2018;ingredient;FABA BEAN;;;
rice stick;2,19;1597;ingredient;RICE*;;;
frozen corn;0,81;700;ingredient;SWEET CORN (F);;;
sweet pepper;0,65;379;ingredient;PEPPER;;;
fresh garlic;0,25;589;ingredient;GARLIC;;;
instant espresso powder;0,55;960;ingredient;COFFEE SOLUBLE POWDER (L);;;
poppy;0,88;2188;ingredient;POPPY SEED;;;
almond liqueur;3,39;;ingredient;Liquer;https://livelca.com/products/liquer_57a03a36-b224-4cfc-89a1-8dcaae696e75;Liquer used as proxy for every liquer;
crumbled feta cheese;8,93;5253;ingredient;CHEESE;;;
jalapeno jelly;1,74;;ingredient;G�latine, s�che;https://agribalyse.ademe.fr/app/aliments?search=G%C3%A9latine;G�latine, s�che used as proxy for every jelly;
non-fat powdered milk;15,8;;ingredient;Whole milk powder, 95% DM;https://apps.carboncloud.com/climatehub/product-reports/id/170300964422;;
salted butter;8,48;5659;ingredient;BUTTER*;;;
diced apple;0,81;6847;ingredient;APPLES;;;
candied orange peel;0,3;654;ingredient;ORANGE;;;
grated chocolate;4,3;;ingredient;CHOCOLATE;;;
smoked sausage;5,99;6177;ingredient;SAUSAGES;;;
brownie;3,16;20717;typology;CHOCOLATE;;;
old fashioned oat;0,67;1788;ingredient;OAT;;;
madeira wine;0,66;524;ingredient;WINE*;;;
ahi tuna;3,68;2313,5;ingredient;TUNA;;;
Chardonnay;0,66;524;ingredient;WINE WHITE;;;
minced parsley;1,18;336;typology;VEGETABLES;;;
stewed tomatoes;1,48;806,6;typology;VEGETABLES CANNED;;;
wafers;1,47;1870,3;typology;BISCUITS;;;
fresh fruit;2,15;748;typology;FRUIT;;;
toffee pieces;2,74;;ingredient;Toffees;https://livelca.com/products/toffees_b0dee6db-9d0d-46c2-bcf1-34eeabfbebc5;;
rice cake;1,42;;ingredient;Galette de riz souffl� complet;https://agribalyse.ademe.fr/app/aliments/7352;;
white corn syrup;0,78;1294,5;typology;SUGAR;;;
sifted icing sugar;0,78;1294,5;typology;SUGAR;;;
chopped maraschino cherry;1,14;;ingredient;MARASCHINO CHERRIES;https://apps.carboncloud.com/climatehub/product-reports/073214005390/USA;;
semisweet baking chocolate;3,16;20717;typology;CHOCOLATE;;;
crescent roll dough;0,86;901,8;typology;BREAD;;;
mint chocolate chip;4,3;;ingredient;CHOCOLATE;;;
coffee granules;0,55;960;ingredient;COFFEE SOLUBLE;;;
milk chocolate kiss;3,16;20717;typology;CHOCOLATE;;;
ginger snap;0,84;1657;ingredient;GINGER;;;
farfalle pasta;1,21;1508;ingredient;PASTA*;;;
coffee creamer;17,8;;ingredient;COFFEE CREAMER;https://apps.carboncloud.com/climatehub/product-reports/041415027633/USA;COFFEE CREAMER used as proxy for ecvery coffee creamer;
cream soda;1,35;;ingredient;Carbonated soft drink, aluminium can;https://apps.carboncloud.com/climatehub/product-reports/id/332704005785;Carbonated soft drink, aluminium can used as proxy for every carbonated soft drink;
ice cream sandwich;4,3;1599;typology;ICE CREAM;;;
white potato;0,24;555;ingredient;POTATO;;;
cheese sauce;8,93;5253;ingredient;CHEESE;;;
sweet Italian sausage;5,99;6177;ingredient;PORK SAUSAGES;;;
hot Italian sausage;5,99;6177;ingredient;PORK SAUSAGES;;;
vanilla pudding mix;2,45;;ingredient;Pudding;https://apps.carboncloud.com/climatehub/product-reports/id/2262898845690;Pudding used as proxy for every pudding;
Doritos;0,93;1378;ingredient;FLAVORED CRACKERS**;;;
cheese tortellini;3,02;;ingredient;P�tes fra�ches farcies (ex : raviolis), au fromage et aux l�gumes, crues;https://agribalyse.ademe.fr/app/aliments/25182;;
buttermilk pancake mix;2,15;;ingredient;BUTTERMILK PANCAKE MIX;https://apps.carboncloud.com/climatehub/product-reports/078716001505/USA;;
manchego cheese;8,93;5253;ingredient;CHEESE;;;
edam cheese;8,93;5253;ingredient;CHEESE;;;
bean dip;0,43;5053;ingredient;BEAN;;;
pimentos;0,65;379;ingredient;PEPPER;;;
jalapeno jack cheese;8,93;5253;ingredient;CHEESE;;;
light cream cheese;8,93;5253;ingredient;CHEESE;;;
tortilla chips;0,57;1081;ingredient;MAIZE GROATS;;;
strawberry cream cheese;0,61;413;ingredient;STRAWBERRY;;;
softened cream cheese;5,45;5253;typology;CHEESE FRESH;;;
camembert;9,59;5253;ingredient;CAMEMBERT;;;
colby-monterey jack cheese;8,93;5253;ingredient;CHEESE;;;
colby cheese;8,93;5253;ingredient;CHEESE;;;
lobster meat;20,25;1856;ingredient;LOBSTER;;;
tots;0,27;1523;typology;STARCHY TUBER;;;
packet onion soup mix;0,22;290;ingredient;ONION;;;
mandarin orange segment;2,15;748;typology;FRUIT;;;
orange Curacao;0,3;654;ingredient;ORANGE;;;
apricot half;0,3;1287;ingredient;APRICOT;;;
mango pulp;0,31;1855;ingredient;MANGO;;;
peach nectar;0,39;910;ingredient;PEACH;;;
taro root;0,27;606;ingredient;TARO;;;
seasoned pepper;0,65;379;ingredient;PEPPER;;;
chia seed;0,88;3087,5;typology;SEEDS;;;
serrano;0,65;379;ingredient;PEPPER;;;
chopped cilantro;0,84;8280;ingredient;CORIANDER;;;
pears;0,27;922;ingredient;PEAR;;;
blood orange juice;0,46;1019;ingredient;ORANGE JUICE;;;
cherry tomatoes;0,45;41;ingredient;TOMATO;;;
orange section;0,3;654;ingredient;ORANGE;;;
Cacao;3,16;15618;ingredient;COCOA POWDER;;;
spiced rum;4,63;;ingredient;Chairmans Reserve Rum;https://apps.carboncloud.com/climatehub/product-reports/786992000456/SWE;Chairmans Reserve Rum used as proxy for every rum;
mixture;;;TOO_GENERIC;TOO_GENERIC;;Some are mixture of sugar, other are mixture of meat, must be fixed;
flat bread;0,86;667;ingredient;BREAD;;;
green tea;0,4;;ingredient;Tea;https://livelca.com/products/tea_3d049a81-4234-481c-8aba-74d0297e8e7c;Tea used as proxy fot every kind of tea;
ginger juice;0,84;1657;ingredient;GINGER;;;
amaranth;0,57;1618;typology;GRAINS;;;
apple brandy;8,22;;ingredient;Brandy;https://livelca.com/products/brandy_30e6d270-02c0-4de2-8777-622ea7e107a7;Brandy used as proxy for every brandy;
dark raisin;0,81;2636,5;ingredient;RAISIN;;;
quince;2,15;748;typology;FRUIT;;;
watermelon rind;0,32;185;ingredient;WATERMELON;;;
frozen raspberries;1,18;748;ingredient;RASPBERRIES (F)*;;;
vanilla pudding;2,45;;ingredient;Pudding;https://apps.carboncloud.com/climatehub/product-reports/id/2262898845690;Pudding used as proxy for every pudding;
cayenne pepper sauce;0,84;8280;typology;SPICIES;;;
root;0,27;554,8;ingredient;STARCHY ROOTS;;;
seedless raisin;0,81;2636,5;ingredient;RAISIN;;;
szechwan pepper;0,65;379;ingredient;PEPPER;;;
glutinous rice flour;0,87;2429;ingredient;RICE FLOUR & MEAL;;;
fat-free evaporated milk;1,44;1599;typology;ANIMAL MILK;;;
fenugreek seed;0,88;3087,5;typology;SEEDS;;;
espresso coffee;0,55;960;ingredient;COFFEE STRONG;;;
liquid honey;1,74;;ingredient;HONEY*;;;
chicken sausage;5,99;6177;ingredient;SAUSAGES;;;
reduced sodium soy sauce;1,46;613;ingredient;SOY SAUCE;;;
light mayonnaise;1,46;572;ingredient;MAYONNAISE;;;
chicken fillet;3,68;3960;ingredient;CHICKEN BONE FREE MEAT;;;
chicken breast tender;3,68;3960;ingredient;CHICKEN BONE FREE MEAT;;;
red leaf lettuce;0,41;237;ingredient;LETTUCE;;;
medium red onion;0,22;290;ingredient;ONION;;;
creole mustard;1,76;;ingredient;Mustard;https://livelca.com/products/mustard_7eb333ac-568e-4de9-ae04-0a4feb790282;;
cheese blend;8,93;5253;ingredient;CHEESE;;;
hot chili sauce;0,84;8280;typology;SPICIES;;;
salt and black pepper;0,65;379;ingredient;PEPPER;;;
bottle beer;0,69;155;typology;BEER;;;
tamarind;2,15;748;typology;FRUIT;;;
Japanese eggplant;0,19;362;ingredient;EGGPLANT;;;
Chex;2,64;2196,5;typology;BREAKFAST CEREALS;;;
large garlic clove;0,25;589;ingredient;GARLIC;;;
natural bran;0,57;1618;typology;GRAINS;;;
uncooked rice;2,19;1597;ingredient;RICE*;;;
medium yellow onion;0,22;290;ingredient;ONION;;;
large potato;0,24;555;ingredient;POTATO;;;
roasted peanut;0,83;2782;ingredient;PEANUT;;;
grated nutmeg;0,84;34319;ingredient;NUTMEG;;;
mustard green;1,76;;ingredient;Mustard;https://livelca.com/products/mustard_7eb333ac-568e-4de9-ae04-0a4feb790282;;
shrimp paste;5,67;1856;typology;SHELLFISH;;;
tamarind pulp;2,86;1019;typology;FRUIT JUICE;;;
stem;1,18;336;typology;VEGETABLES;;;
hot cooked rice;2,19;1597;ingredient;RICE*;;;
fresh thyme;0,84;8280;typology;SPICIES;;;
dried chili pepper flake;0,84;8280;typology;SPICIES;;;
melted margarine;1,39;1324;ingredient;MARGARINE*;;;
yellow wax bean;0,52;516;ingredient;BEAN (fresh);;;
almond essence;1,88;11264;ingredient;ALMOND;;;
peach liqueur;3,39;;ingredient;Liquer;https://livelca.com/products/liquer_57a03a36-b224-4cfc-89a1-8dcaae696e75;Liquer used as proxy for every liquer;
coconut sugar;0,78;1294,5;typology;SUGAR;;;
Malibu rum;4,63;;ingredient;Chairmans Reserve Rum;https://apps.carboncloud.com/climatehub/product-reports/786992000456/SWE;Chairmans Reserve Rum used as proxy for every rum;
regular dry yeast;3,29;;ingredient;YEAST DRIED*;;;
sea scallop;5,67;1856;typology;SHELLFISH;;;
small tomato;0,45;41;ingredient;TOMATO;;;
Spanish onion;0,22;290;ingredient;ONION;;;
7-Up soda;1,35;;ingredient;Carbonated soft drink, aluminium can;https://apps.carboncloud.com/climatehub/product-reports/id/332704005785;Carbonated soft drink, aluminium can used as proxy for every carbonated soft drink;
coarse black pepper;0,65;379;ingredient;PEPPER;;;
dried tart cherry;0,81;2636,5;typology;DRIED FRUIT;;;
guava paste;0,32;1800;ingredient;GUAVA;;;
strawberry preserve;1,89;;ingredient;Jam;https://livelca.com/products/jam_3c8262e5-0d2e-4973-a039-ffcb35172cb9;Jam used as proxy for every  kind of jam, or preserved;
Cointreau liqueur;3,39;;ingredient;Liquer;https://livelca.com/products/liquer_57a03a36-b224-4cfc-89a1-8dcaae696e75;Liquer used as proxy for every liquer;
red cayenne pepper;0,84;8280;typology;SPICIES;;;
garbanzo beans;0,52;555,5;typology;LEGUMES;;;
fat-free mayonnaise;1,46;572;ingredient;MAYONNAISE;;;
grape jelly;1,74;;ingredient;G�latine, s�che;https://agribalyse.ademe.fr/app/aliments?search=G%C3%A9latine;G�latine, s�che used as proxy for every jelly;
frozen spinach;0,81;834;ingredient;SPINACH (F);;;
diced carrot;0,24;195;ingredient;CARROT;;;
extra-virgin olive oil;3,27;14415;ingredient;OLIVE OIL;;;
whole wheat bread;0,77;887;ingredient;BREAD WHOLE**;;;
beet leaf;1,18;336;typology;VEGETABLES;;;
pepper jelly;1,74;;ingredient;G�latine, s�che;https://agribalyse.ademe.fr/app/aliments?search=G%C3%A9latine;G�latine, s�che used as proxy for every jelly;
brioche;0,86;667;ingredient;BREAD;;;
teriyaki;1,46;613;ingredient;SOY SAUCE;;;
mustard seeds;0,88;2809;ingredient;MUSTARD SEED;;;
dried breadcrumb;0,86;901,8;typology;BREAD;;;
chiles;0,65;379;ingredient;PEPPER;;;
sweet rice flour;0,87;2429;ingredient;RICE FLOUR & MEAL;;;
matzoh;0,86;667;ingredient;BREAD;;;
rice krispie;2,64;2196,5;typology;BREAKFAST CEREALS;;;
Heath candy bar;9,63;;ingredient;SNICKERS, CANDY BAR;https://apps.carboncloud.com/climatehub/product-reports/040000499039/USA;Snickers used as proxy for chocolate candy bars;
Hersheys Chocolate Syrup;4,3;;ingredient;CHOCOLATE;;;
iceberg lettuce;0,41;237;ingredient;LETTUCE;;;
sliced strawberry;0,61;413;ingredient;STRAWBERRY;;;
granola cereal;2,64;2416;ingredient;OAT FLAKES;;;
ginger-garlic paste;0,84;8280;typology;SPICIES;;;
crema;5,45;3838;ingredient;CREAM;;;
large eggs;3,2;2562;ingredient;EGGS*;;;
dark chocolate chips;3,16;20717;typology;CHOCOLATE;;;
persimmon pulp;2,15;748;typology;FRUIT;;;
bread slice;0,86;667;ingredient;BREAD;;;
ground almonds;1,88;11264;ingredient;ALMOND;;;
chex;2,64;2196,5;typology;BREAKFAST CEREALS;;;
boneless skinless chicken breast half;3,68;3960;ingredient;CHICKEN BONE FREE MEAT;;;
mixed peel;2,15;748;typology;FRUIT;;;
melted;3,16;20717;typology;CHOCOLATE;;;
rice-a-roni;2,19;1597;ingredient;RICE*;;;
clams;0,46;1856;ingredient;MUSSELS;;;
sweetened whipped cream;2,42;;ingredient;Cr�me de lait, 15 � 20% MG, l�g�re, semi-�paisse, UHT;https://agribalyse.ademe.fr/app/aliments/19430;Cr�me de lait, 15 � 20% MG, l�g�re, semi-�paisse, UHT used as proxy for every whipped topping (panna montata);
cold coffee;0,55;960;typology;COFFEE LIQUID;;;
toffee bits;2,74;;ingredient;Toffees;https://livelca.com/products/toffees_b0dee6db-9d0d-46c2-bcf1-34eeabfbebc5;;
container Cool Whip;2,42;;ingredient;Cr�me de lait, 15 � 20% MG, l�g�re, semi-�paisse, UHT;https://agribalyse.ademe.fr/app/aliments/19430;Cr�me de lait, 15 � 20% MG, l�g�re, semi-�paisse, UHT used as proxy for every whipped topping (panna montata);
graham wafer crumbs;0,98;1258;typology;CRACKERS;;;
ground walnut;2,06;11264;ingredient;WALNUT;;;
chocolate frosting;4,3;;ingredient;CHOCOLATE;;;
firmly packed brown sugar;0,78;1294,5;typology;SUGAR;;;
fresh cranberries;0,64;276;ingredient;CRANBERRY;;;
chocolate sprinkles;4,3;;ingredient;CHOCOLATE;;;
semisweet chocolate piece;4,3;;ingredient;CHOCOLATE;;;
cannellini beans;0,52;516;ingredient;BEAN (fresh);;;
crushed graham cracker;0,98;1258;typology;CRACKERS;;;
Amarula cream liqueur;3,39;;ingredient;Liquer;https://livelca.com/products/liquer_57a03a36-b224-4cfc-89a1-8dcaae696e75;Liquer used sa proxy for every liquer;
malted milk powder;4,39;;ingredient;Malt extract, powder;https://apps.carboncloud.com/climatehub/product-reports/073214005390/USA;;
stuffing cube;0,98;1258;typology;CRACKERS;;;
Veg-All;0,54;362;ingredient;VEGETABLES;;;
halloumi;5,45;5253;typology;CHEESE FRESH;;;
coffee ice cream;4,3;1599;typology;ICE CREAM;;;
lima beans;0,52;516;ingredient;BEAN (fresh);;;
Italian seasoning;0,84;8280;typology;SPICIES;;;
rubbed sage;0,84;8280;typology;SPICIES;;;
nut butter;1,84;;ingredient;PEANUT BUTTER;;;
strawberry glaze;0,61;413;ingredient;STRAWBERRY;;;
whipped cream cheese;5,45;5253;typology;CHEESE FRESH;;;
butternut pumpkin;0,24;336;ingredient;PUMPKIN;;;
fresh parmesan cheese;8,93;5253;ingredient;CHEESE;;;
cream cheese frosting;5,45;3838;ingredient;CREAM;;;
beef bouillon granule;36,8;;ingredient;VALU TIME, BEEF BOUILLON CUBES;https://apps.carboncloud.com/climatehub/product-reports/011225125584/USA;;
Sweet n Low;0,78;1294,5;typology;SUGAR;;;
orange wedge;0,3;654;ingredient;ORANGE;;;
peach yogurt;2,85;1540;ingredient;YOGURT FLAVOURED**;;;
frozen limeade concentrate;1,18;748;typology;FRUIT FROZEN;;;
7-Up;1,35;;ingredient;Carbonated soft drink, aluminium can;https://apps.carboncloud.com/climatehub/product-reports/id/332704005785;Carbonated soft drink, aluminium can used as proxy for every carbonated soft drink;
passion fruit;2,15;748;typology;FRUIT;;;
carob powder;3,16;15618;ingredient;COCOA POWDER;;;
ciabatta roll;0,86;901,8;typology;BREAD;;;
sugar syrup;0,78;1294,5;typology;SUGAR;;;
tangerine peel;2,15;748;typology;FRUIT;;;
red snapper;5,19;2313,5;typology;FISH;;;
zinfandel;0,66;524;typology;WINE;;;
peach brandy;8,22;;ingredient;Brandy;https://livelca.com/products/brandy_30e6d270-02c0-4de2-8777-622ea7e107a7;Brandy used as proxy for every brandy;
yellow split pea;0,45;1979;ingredient;PEA;;;
mint jelly;1,74;;ingredient;G�latine, s�che;https://agribalyse.ademe.fr/app/aliments?search=G%C3%A9latine;G�latine, s�che used as proxy for every jelly;
stir-fry sauce;0,84;8280;typology;SPICIES;;;
lychee;2,15;748;typology;FRUIT;;;
French mustard;1,76;;ingredient;Mustard;https://livelca.com/products/mustard_7eb333ac-568e-4de9-ae04-0a4feb790282;;
romaine lettuce heart;0,41;237;ingredient;LETTUCE;;;
hot pepper flake;0,84;8280;typology;SPICIES;;;
cinnamon roll;1,99;2158;typology;SWEETS;;;
ruby port;0,66;524;typology;WINE;;;
mixed nuts;1,11;9063;ingredient;MIXED NUTS;;;
raspberry Jell-O gelatin;1,74;;ingredient;G�latine, s�che;https://agribalyse.ademe.fr/app/aliments?search=G%C3%A9latine;G�latine, s�che used as proxy for every jelly;
black cardamom;0,84;34319;ingredient;CARDAMOM;;;
black tea leaf;0,4;;ingredient;Tea;https://livelca.com/products/tea_3d049a81-4234-481c-8aba-74d0297e8e7c;;
peppermint tea bag;0,84;288;ingredient;PEPPERMINT;;;
beef shank;17,96;10943;ingredient;BEEF MEAT WITH BONE*;;;
mixed fruit;2,15;748;typology;FRUIT;;;
gingerbread mix;0,84;1657;ingredient;GINGER;;;
cocoa mix;3,16;15618;ingredient;COCOA POWDER;;;
red pepper powder;0,65;379;ingredient;PEPPER;;;
orange strip;0,3;654;ingredient;ORANGE;;;
strong white bread flour;0,87;1889,5;typology;GRAIN FLOUR;;;
pickling salt;0,44;;ingredient;Salt;https://livelca.com/products/salt_e6c545cd-6221-4665-a1da-a562fc37ef60;;
hot pepper jelly;0,65;379;ingredient;PEPPER;;;
yellow mustard seed;0,88;2809;ingredient;MUSTARD SEED;;;
